"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j100023.13p022238.52","1","150.096878","2.375006","cosmos-transients-v3_prism-clear_6585_86696.spec.fits","cosmos-transients-v3","0","","1","0.3482","0.3482","","-","0","0.62","0.61","5.28","","-1.2","-7","","","","","","FITS   zfit   spl","",""
"j100033.26p022233.07","3","150.139776","2.375443","cosmos-transients-v3_prism-clear_6585_86795.spec.fits","cosmos-transients-v3","0","","1","4.1545","4.1545","","-","0","-0.08","0.61","5.28","1.1","0.9","","40.04","40.94","","","","FITS   zfit   spl","",""
"j100033.26p022233.07","3","150.139637","2.376545","cosmos-transients-v3_prism-clear_6585_87040.spec.fits","cosmos-transients-v3","0","","1","3.9425","3.9425","","-","0","0.15","0.61","5.28","","2","0.3","40.6","40.11","","","","FITS   zfit   spl","",""
"j100021.44p022252.35","1","150.089361","2.379491","cosmos-transients-v3_prism-clear_6585_87635.spec.fits","cosmos-transients-v3","0","","1","0.5875","0.5875","","-","0","0.62","0.61","5.28","","1.5","-0.9","39.23","","","","","FITS   zfit   spl","",""
"j100031.97p022243.40","3","150.130225","2.37964","cosmos-transients-v3_prism-clear_6585_87661.spec.fits","cosmos-transients-v3","0","","1","4.8725","4.8725","","-","0","-0.35","0.61","5.28","-0.9","7.1","","41.45","","","","","FITS   zfit   spl","",""
"j100022.74p022241.07","1","150.093994","2.379952","cosmos-transients-v3_prism-clear_6585_87719.spec.fits","cosmos-transients-v3","0","","1","0.262","0.262","","-","0","1.15","0.61","5.28","","1.4","1.7","38.45","38.86","","","","FITS   zfit   spl","",""
"j100034.29p022244.16","3","150.145052","2.382389","cosmos-transients-v3_prism-clear_6585_88171.spec.fits","cosmos-transients-v3","0","","1","0.7889","0.7889","","-","0","0.25","0.61","5.28","","3.3","4","39.36","39.6","","","","FITS   zfit   spl","",""
"j100025.44p022301.26","1","150.105756","2.383012","cosmos-transients-v3_prism-clear_6585_88284.spec.fits","cosmos-transients-v3","0","","2","3.7473","3.7473","","-","0","0.33","0.61","5.28","","1","3.6","40.29","41.19","","","","FITS   zfit   spl","",""
"j100025.44p022301.26","1","150.105814","2.383084","cosmos-transients-v3_prism-clear_6585_88285.spec.fits","cosmos-transients-v3","0","","1","2.8496","2.8496","","-","0","0.29","0.61","5.28","","2.1","2","40.41","40.7","","","","FITS   zfit   spl","",""
"j100030.05p022313.83","3","150.123379","2.384083","cosmos-transients-v3_prism-clear_6585_88465.spec.fits","cosmos-transients-v3","0","","2","0.2492","0.2492","","-","0","0.13","0.61","5.28","","3.8","3.8","38.59","38.85","","","","FITS   zfit   spl","",""
"j100029.05p022333.55","1","150.121685","2.392992","cosmos-transients-v3_prism-clear_6585_89880.spec.fits","cosmos-transients-v3","0","","1","5.5737","5.5737","","-","0","0.12","0.61","5.28","-0.8","2.7","","40.99","40.92","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.140816","2.394567","cosmos-transients-v3_prism-clear_6585_90164.spec.fits","cosmos-transients-v3","0","","3","3.5266","3.5266","","-","0","0.91","0.61","5.28","","3.9","3.8","40.6","40.92","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.135092","2.398785","cosmos-transients-v3_prism-clear_6585_90975.spec.fits","cosmos-transients-v3","0","","1","3.9927","3.9927","","-","0","-0.31","0.61","5.28","","3.7","2.1","40.9","41.01","","","","FITS   zfit   spl","",""
"j100032.46p022352.13","3","150.135284","2.398848","cosmos-transients-v3_prism-clear_6585_90976.spec.fits","cosmos-transients-v3","0","","2","0.7337","0.7337","","-","0","0.01","3.06","5.28","","","","","","","","","FITS   zfit   spl","",""
"j123656.61p621533.13","1","189.235886","62.259203","gdn-pah123-v2_g395m-f290lp_2674_10065.spec.fits","gdn-pah123-v2","0","","2","2.1802","2.1802","","-","0","0.44","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123659.54p621055.56","1","189.2481","62.182099","gdn-pah123-v2_g395m-f290lp_2674_1006.spec.fits","gdn-pah123-v2","0","","1","5.076","5.076","","-","0","-0.15","2.88","5.2","","1.2","","40.49","41.29","","","","FITS   zfit   spl","",""
"j123729.19p621212.69","1","189.37162","62.203524","gdn-pah123-v2_g395m-f290lp_2674_10440.spec.fits","gdn-pah123-v2","0","","2","0.8126","0.8126","","-","0","1.22","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123704.10p621402.64","1","189.267095","62.234065","gdn-pah123-v2_g395m-f290lp_2674_10533.spec.fits","gdn-pah123-v2","0","","1","1.7744","1.7744","","-","0","3.01","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123658.70p621324.62","1","189.24458","62.223506","gdn-pah123-v2_g395m-f290lp_2674_10722.spec.fits","gdn-pah123-v2","0","","1","0.1651","0.1651","","-","0","0.79","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123719.36p621141.45","1","189.330673","62.194846","gdn-pah123-v2_g395m-f290lp_2674_1094.spec.fits","gdn-pah123-v2","0","","3","7.5973","7.5973","","-","0","0.2","2.88","5.2","","","","","42.23","","","","FITS   zfit   spl","",""
"j123649.23p621538.56","1","189.205132","62.26071","gdn-pah123-v2_g395m-f290lp_2674_10.spec.fits","gdn-pah123-v2","0","","3","5.189","5.189","","-","0","2.12","2.88","5.2","","59.2","","42.78","43.19","","","","FITS   zfit   spl","",""
"j123726.32p621221.45","1","189.359673","62.205958","gdn-pah123-v2_g395m-f290lp_2674_1114.spec.fits","gdn-pah123-v2","0","","3","7.5987","7.5987","","-","0","0.44","2.88","5.2","","","","","42.86","","","","FITS   zfit   spl","",""
"j123705.89p621259.31","1","189.274528","62.216474","gdn-pah123-v2_g395m-f290lp_2674_11291.spec.fits","gdn-pah123-v2","0","","1","4.8617","4.8617","","-","0","0.13","2.88","5.2","","2.8","","40.96","40.91","","","","FITS   zfit   spl","",""
"j123654.61p621257.20","1","189.227547","62.21589","gdn-pah123-v2_g395m-f290lp_2674_113.spec.fits","gdn-pah123-v2","0","","2","5.2888","5.2889","","-","0","0.15","2.88","5.19","","6.8","","41.6","41.27","","","","FITS   zfit   spl","",""
"j123715.82p621029.56","1","189.315924","62.174878","gdn-pah123-v2_g395m-f290lp_2674_11612.spec.fits","gdn-pah123-v2","0","","3","1.5133","1.5133","","-","0","0.64","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123716.38p621319.00","1","189.318259","62.221945","gdn-pah123-v2_g395m-f290lp_2674_11649.spec.fits","gdn-pah123-v2","0","","1","5.6151","5.6151","","-","0","0.74","2.88","5.2","","3.7","","41.12","40.3","","","","FITS   zfit   spl","",""
"j123715.63p621623.55","1","189.315122","62.27321","gdn-pah123-v2_g395m-f290lp_2674_11.spec.fits","gdn-pah123-v2","0","","3","5.188","5.188","","-","0","0.83","2.88","5.2","","26","","42.48","42.86","","","","FITS   zfit   spl","",""
"j123720.90p621454.55","1","189.337092","62.248485","gdn-pah123-v2_g395m-f290lp_2674_1246.spec.fits","gdn-pah123-v2","0","","3","3.9925","3.9925","","-","0","4.65","2.88","5.2","","47.7","","42.28","","","","","FITS   zfit   spl","",""
"j123656.42p621213.52","1","189.235089","62.203757","gdn-pah123-v2_g395m-f290lp_2674_1250.spec.fits","gdn-pah123-v2","0","","2","4.2119","4.2119","","-","0","0.27","2.88","5.2","","26.3","","41.8","","","","","FITS   zfit   spl","",""
"j123651.86p621019.40","1","189.216084","62.172055","gdn-pah123-v2_g395m-f290lp_2674_12801.spec.fits","gdn-pah123-v2","0","","1","1.6024","1.6024","","-","0","3.01","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123704.64p621409.52","1","189.269329","62.235977","gdn-pah123-v2_g395m-f290lp_2674_12849.spec.fits","gdn-pah123-v2","0","","1","2.8869","2.8869","","-","0","0.67","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123656.51p621313.53","1","189.235452","62.220426","gdn-pah123-v2_g395m-f290lp_2674_12.spec.fits","gdn-pah123-v2","0","","3","5.1849","5.1849","","-","0","0.6","2.88","5.2","","38.3","","42.35","42.76","","","","FITS   zfit   spl","",""
"j123656.15p621238.27","1","189.233966","62.21063","gdn-pah123-v2_g395m-f290lp_2674_13164.spec.fits","gdn-pah123-v2","0","","3","2.0463","2.0463","","-","0","0.39","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123709.47p621342.44","1","189.289476","62.228457","gdn-pah123-v2_g395m-f290lp_2674_1326.spec.fits","gdn-pah123-v2","0","","2","4.3715","4.3715","","-","0","0.11","2.88","5.2","","25.6","","41.95","","","","","FITS   zfit   spl","",""
"j123648.82p621203.33","1","189.203434","62.200924","gdn-pah123-v2_g395m-f290lp_2674_13349.spec.fits","gdn-pah123-v2","0","","3","3.477","3.477","","-","0","0.96","2.88","5.2","","1.7","","40.36","","","","","FITS   zfit   spl","",""
"j123721.29p621221.69","1","189.338699","62.206024","gdn-pah123-v2_g395m-f290lp_2674_1341.spec.fits","gdn-pah123-v2","0","","2","4.4147","4.4147","","-","0","1.12","2.88","4.9","","19.4","","41.81","","","","","FITS   zfit   spl","",""
"j123702.90p621306.61","1","189.262082","62.218504","gdn-pah123-v2_g395m-f290lp_2674_1361.spec.fits","gdn-pah123-v2","0","","3","4.1506","4.1506","","-","0","3.04","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123706.67p621013.29","1","189.277793","62.170359","gdn-pah123-v2_g395m-f290lp_2674_13670.spec.fits","gdn-pah123-v2","0","","1","0.0628","0.0628","","-","0","0.48","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123645.50p621131.62","1","189.189591","62.192116","gdn-pah123-v2_g395m-f290lp_2674_138.spec.fits","gdn-pah123-v2","0","","1","1.3051","1.3051","","-","0","0.15","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123649.78p621044.99","1","189.207422","62.179165","gdn-pah123-v2_g395m-f290lp_2674_13.spec.fits","gdn-pah123-v2","0","","3","5.187","5.187","","-","0","0.47","2.88","5.2","","29.9","","42.34","42.58","","","","FITS   zfit   spl","",""
"j123654.55p621229.49","1","189.227276","62.208192","gdn-pah123-v2_g395m-f290lp_2674_14273.spec.fits","gdn-pah123-v2","0","","1","6.2908","6.2908","","-","0","1.07","2.88","5.2","","1.9","","41.28","41.2","","","","FITS   zfit   spl","",""
"j123713.20p621108.88","1","189.304997","62.185799","gdn-pah123-v2_g395m-f290lp_2674_1430.spec.fits","gdn-pah123-v2","0","","1","2.606","2.606","","-","0","1.14","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123721.75p621505.01","1","189.340604","62.251392","gdn-pah123-v2_g395m-f290lp_2674_145.spec.fits","gdn-pah123-v2","0","","1","0.9679","0.9679","","-","0","2.24","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123647.95p620941.31","1","189.199812","62.161474","gdn-pah123-v2_g395m-f290lp_2674_14.spec.fits","gdn-pah123-v2","0","","3","5.1787","5.1787","broad Ha and other lines","-","0","14.44","2.88","5.2","","40.2","","42.66","","","","","FITS   zfit   spl","",""
"j123717.05p621515.91","1","189.321028","62.254419","gdn-pah123-v2_g395m-f290lp_2674_15449.spec.fits","gdn-pah123-v2","0","","2","1.2213","1.2213","","-","0","1.7","2.88","5.15","","","","","","","","","FITS   zfit   spl","",""
"j123657.99p621350.24","1","189.24161","62.230623","gdn-pah123-v2_g395m-f290lp_2674_1627.spec.fits","gdn-pah123-v2","0","","2","4.1506","4.1506","","-","0","0.03","2.88","5.2","","36.4","","42.31","","","","","FITS   zfit   spl","",""
"j123656.52p621327.45","1","189.235514","62.224291","gdn-pah123-v2_g395m-f290lp_2674_16524.spec.fits","gdn-pah123-v2","0","","3","1.2553","1.2553","looks like both paa pab;","-","0","8.89","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123714.50p621532.44","1","189.310426","62.259012","gdn-pah123-v2_g395m-f290lp_2674_16.spec.fits","gdn-pah123-v2","0","","3","5.1901","5.1901","","-","0","0.63","2.88","4.98","","19.9","","41.97","42.34","","","","FITS   zfit   spl","",""
"j123705.35p621117.88","1","189.272307","62.1883","gdn-pah123-v2_g395m-f290lp_2674_17197.spec.fits","gdn-pah123-v2","0","","1","8.9189","8.9189","","-","0","0.25","2.94","5.2","","","","","41.97","","","","FITS   zfit   spl","",""
"j123713.40p621025.89","1","189.305838","62.173858","gdn-pah123-v2_g395m-f290lp_2674_17236.spec.fits","gdn-pah123-v2","0","","1","0.9711","0.9711","","-","0","1.21","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123657.07p621056.19","1","189.237789","62.182275","gdn-pah123-v2_g395m-f290lp_2674_1743.spec.fits","gdn-pah123-v2","0","","2","0.7937","0.7937","","-","0","0.7","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123701.31p621408.94","1","189.255471","62.235817","gdn-pah123-v2_g395m-f290lp_2674_17561.spec.fits","gdn-pah123-v2","0","","1","1.0492","1.0492","","-","0","0.97","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123634.78p621134.19","1","189.144904","62.19283","gdn-pah123-v2_g395m-f290lp_2674_17598.spec.fits","gdn-pah123-v2","0","","2","0.9002","0.9002","","-","0","0.63","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123635.99p621203.73","1","189.149942","62.201037","gdn-pah123-v2_g395m-f290lp_2674_17644.spec.fits","gdn-pah123-v2","0","","1","7.3099","7.3099","","-","0","0.07","3.05","5.2","","","","","41.53","","","","FITS   zfit   spl","",""
"j123715.85p621649.15","1","189.316021","62.280318","gdn-pah123-v2_g395m-f290lp_2674_1780.spec.fits","gdn-pah123-v2","0","","2","0.7544","0.7544","","-","0","1.07","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123704.86p621423.04","1","189.270271","62.239734","gdn-pah123-v2_g395m-f290lp_2674_1784.spec.fits","gdn-pah123-v2","0","","1","1.8637","1.8637","","-","0","1.61","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123633.08p621203.54","1","189.137826","62.200983","gdn-pah123-v2_g395m-f290lp_2674_1825.spec.fits","gdn-pah123-v2","0","","1","2.6624","2.6624","","-","0","0.07","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123648.91p621053.68","1","189.203792","62.181577","gdn-pah123-v2_g395m-f290lp_2674_18855.spec.fits","gdn-pah123-v2","0","","1","0.9718","0.9718","","-","0","2.4","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123703.79p621330.60","1","189.265795","62.225167","gdn-pah123-v2_g395m-f290lp_2674_1899.spec.fits","gdn-pah123-v2","0","","2","0.7561","0.7561","","-","0","0.11","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123712.08p621054.02","1","189.30033","62.181671","gdn-pah123-v2_g395m-f290lp_2674_18.spec.fits","gdn-pah123-v2","0","","3","5.152","5.152","","-","0","-0.08","2.88","5.2","","19.8","","41.95","42.32","","","","FITS   zfit   spl","",""
"j123649.32p621557.89","1","189.205493","62.26608","gdn-pah123-v2_g395m-f290lp_2674_1938.spec.fits","gdn-pah123-v2","0","","1","1.7777","1.7777","","-","0","0.2","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123713.60p621248.40","1","189.306668","62.213443","gdn-pah123-v2_g395m-f290lp_2674_20031.spec.fits","gdn-pah123-v2","0","","1","0.8992","0.8992","","-","0","7","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123655.81p621558.75","1","189.232537","62.266318","gdn-pah123-v2_g395m-f290lp_2674_2003.spec.fits","gdn-pah123-v2","0","","2","0.8838","0.8838","","-","0","0.49","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123706.87p621049.77","1","189.278635","62.180492","gdn-pah123-v2_g395m-f290lp_2674_2049.spec.fits","gdn-pah123-v2","0","","2","0.6547","0.6547","","-","0","0.33","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123700.22p621113.38","1","189.250931","62.18705","gdn-pah123-v2_g395m-f290lp_2674_205.spec.fits","gdn-pah123-v2","0","","1","0.6528","0.6528","","-","0","0.13","2.88","5.01","","","","","","","","","FITS   zfit   spl","",""
"j123712.37p621527.83","1","189.301559","62.257731","gdn-pah123-v2_g395m-f290lp_2674_2077.spec.fits","gdn-pah123-v2","0","","2","0.8021","0.8021","","-","0","0.5","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123718.85p621517.49","1","189.328544","62.25486","gdn-pah123-v2_g395m-f290lp_2674_2115.spec.fits","gdn-pah123-v2","0","","3","3.8823","3.8823","","-","0","1.64","2.88","5.2","","51.2","","42.4","","","","","FITS   zfit   spl","",""
"j123713.87p621335.16","1","189.30779","62.226434","gdn-pah123-v2_g395m-f290lp_2674_21903.spec.fits","gdn-pah123-v2","0","","2","0.7776","0.7776","","-","0","15.27","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123705.66p621342.28","1","189.273589","62.22841","gdn-pah123-v2_g395m-f290lp_2674_21.spec.fits","gdn-pah123-v2","0","","3","5.1859","5.1859","","-","0","0.35","2.88","5.2","","6.9","","41.5","41.91","","","","FITS   zfit   spl","",""
"j123649.13p621552.02","1","189.204726","62.264449","gdn-pah123-v2_g395m-f290lp_2674_2209.spec.fits","gdn-pah123-v2","0","","1","1.8272","1.8272","","-","0","0.23","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123727.73p621234.21","1","189.365559","62.209503","gdn-pah123-v2_g395m-f290lp_2674_2210.spec.fits","gdn-pah123-v2","0","","3","3.8986","3.8986","very high Ha NII","-","0","1.81","2.88","5.2","","51.6","","42.54","","","","","FITS   zfit   spl","",""
"j123707.85p621353.23","1","189.282726","62.231452","gdn-pah123-v2_g395m-f290lp_2674_22422.spec.fits","gdn-pah123-v2","0","","1","11.974","11.974","","-","0","0.61","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123649.56p621000.04","1","189.206491","62.166679","gdn-pah123-v2_g395m-f290lp_2674_2261.spec.fits","gdn-pah123-v2","0","","2","4.0301","4.0301","","-","0","0.61","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123706.82p621028.41","1","189.27842","62.174559","gdn-pah123-v2_g395m-f290lp_2674_2360.spec.fits","gdn-pah123-v2","0","","2","0.5467","0.5467","","-","0","1.07","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
"j123647.55p621602.08","1","189.198127","62.267245","gdn-pah123-v2_g395m-f290lp_2674_23989.spec.fits","gdn-pah123-v2","0","","3","2.1892","2.1892","","-","0","0.93","2.88","5.2","","","","","","","","","FITS   zfit   spl","",""
